"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Minnesota"	"27"	"Medium Metro"	"3"	"90-94 years"	"90-94"	347	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Medium Metro"	"3"	"95-99 years"	"95-99"	151	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Medium Metro"	"3"	"100+ years"	"100+"	33	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Small Metro"	"4"	"< 1 year"	"1"	46	7801	589.7
	"Minnesota"	"27"	"Small Metro"	"4"	"15-19 years"	"15-19"	18	46909	Unreliable
	"Minnesota"	"27"	"Small Metro"	"4"	"20-24 years"	"20-24"	28	55541	50.4
	"Minnesota"	"27"	"Small Metro"	"4"	"25-29 years"	"25-29"	17	42262	Unreliable
	"Minnesota"	"27"	"Small Metro"	"4"	"30-34 years"	"30-34"	41	39849	102.9
	"Minnesota"	"27"	"Small Metro"	"4"	"35-39 years"	"35-39"	30	33387	89.9
	"Minnesota"	"27"	"Small Metro"	"4"	"40-44 years"	"40-44"	53	35879	147.7
	"Minnesota"	"27"	"Small Metro"	"4"	"45-49 years"	"45-49"	90	40553	221.9
	"Minnesota"	"27"	"Small Metro"	"4"	"50-54 years"	"50-54"	148	43767	338.2
	"Minnesota"	"27"	"Small Metro"	"4"	"55-59 years"	"55-59"	182	38491	472.8
	"Minnesota"	"27"	"Small Metro"	"4"	"60-64 years "	"60-64"	254	31380	809.4
	"Minnesota"	"27"	"Small Metro"	"4"	"65-69 years"	"65-69"	293	22564	1298.5
	"Minnesota"	"27"	"Small Metro"	"4"	"70-74 years"	"70-74"	356	17832	1996.4
	"Minnesota"	"27"	"Small Metro"	"4"	"75-79 years"	"75-79"	474	14578	3251.5
	"Minnesota"	"27"	"Small Metro"	"4"	"80-84 years"	"80-84"	664	11953	5555.1
	"Minnesota"	"27"	"Small Metro"	"4"	"85-89 years"	"85-89"	739	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Small Metro"	"4"	"90-94 years"	"90-94"	638	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Small Metro"	"4"	"95-99 years"	"95-99"	285	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Small Metro"	"4"	"100+ years"	"100+"	59	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"< 1 year"	"1"	37	7982	463.5
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"15-19 years"	"15-19"	26	46644	55.7
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"20-24 years"	"20-24"	28	45682	61.3
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"25-29 years"	"25-29"	44	38507	114.3
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"30-34 years"	"30-34"	38	37301	101.9
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"35-39 years"	"35-39"	42	33681	124.7
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"40-44 years"	"40-44"	56	38024	147.3
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"45-49 years"	"45-49"	106	44984	235.6
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"50-54 years"	"50-54"	202	49801	405.6
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	232	46228	501.9
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	321	40265	797.2
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	383	31186	1228.1
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	497	25224	1970.3
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	646	19621	3292.4
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	947	16269	5820.9
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	1078	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	927	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"95-99 years"	"95-99"	410	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Micropolitan (non-metro)"	"5"	"100+ years"	"100+"	100	Not Applicable	Not Applicable
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"< 1 year"	"1"	29	6633	437.2
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"1-4 years"	"1-4"	10	28666	Unreliable
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"15-19 years"	"15-19"	26	37377	69.6
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"20-24 years"	"20-24"	26	27359	95.0
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"25-29 years"	"25-29"	38	30811	123.3
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"30-34 years"	"30-34"	31	31525	98.3
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"35-39 years"	"35-39"	34	29754	114.3
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"40-44 years"	"40-44"	61	33148	184.0
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"45-49 years"	"45-49"	120	40774	294.3
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"50-54 years"	"50-54"	198	46965	421.6
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"55-59 years"	"55-59"	261	45523	573.3
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"60-64 years "	"60-64"	330	39340	838.8
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	416	30877	1347.3
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"70-74 years"	"70-74"	518	25435	2036.6
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	655	20555	3186.6
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	953	17016	5600.6
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	1078	Not Applicable	Not Applicable
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"90-94 years"	"90-94"	944	Not Applicable	Not Applicable
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"95-99 years"	"95-99"	437	Not Applicable	Not Applicable
	"Minnesota"	"27"	"NonCore (non-metro)"	"6"	"100+ years"	"100+"	103	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"< 1 year"	"1"	24	3140	764.3
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"20-24 years"	"20-24"	14	15094	Unreliable
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"25-29 years"	"25-29"	26	15417	168.6
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"30-34 years"	"30-34"	30	17388	172.5
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"35-39 years"	"35-39"	26	17446	149.0
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"40-44 years"	"40-44"	42	17954	233.9
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"45-49 years"	"45-49"	81	18184	445.4
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	117	17162	681.7
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	167	15140	1103.0
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	173	13398	1291.2
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	185	9782	1891.2
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	165	7242	2278.4
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	231	5028	4594.3
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	239	3399	7031.5
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	236	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	142	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	39	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Large Fringe Metro"	"2"	"100+ years"	"100+"	12	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Medium Metro"	"3"	"< 1 year"	"1"	118	12796	922.2
	"Mississippi"	"28"	"Medium Metro"	"3"	"1-4 years"	"1-4"	26	54187	48.0
	"Mississippi"	"28"	"Medium Metro"	"3"	"10-14 years"	"10-14"	18	66226	Unreliable
	"Mississippi"	"28"	"Medium Metro"	"3"	"15-19 years"	"15-19"	49	67957	72.1
	"Mississippi"	"28"	"Medium Metro"	"3"	"20-24 years"	"20-24"	70	66275	105.6
	"Mississippi"	"28"	"Medium Metro"	"3"	"25-29 years"	"25-29"	91	67452	134.9
	"Mississippi"	"28"	"Medium Metro"	"3"	"30-34 years"	"30-34"	101	65143	155.0
	"Mississippi"	"28"	"Medium Metro"	"3"	"35-39 years"	"35-39"	130	59736	217.6
	"Mississippi"	"28"	"Medium Metro"	"3"	"40-44 years"	"40-44"	192	61853	310.4
	"Mississippi"	"28"	"Medium Metro"	"3"	"45-49 years"	"45-49"	294	66075	444.9
	"Mississippi"	"28"	"Medium Metro"	"3"	"50-54 years"	"50-54"	500	68658	728.2
	"Mississippi"	"28"	"Medium Metro"	"3"	"55-59 years"	"55-59"	605	60974	992.2
	"Mississippi"	"28"	"Medium Metro"	"3"	"60-64 years "	"60-64"	698	52584	1327.4
	"Mississippi"	"28"	"Medium Metro"	"3"	"65-69 years"	"65-69"	719	36570	1966.1
	"Mississippi"	"28"	"Medium Metro"	"3"	"70-74 years"	"70-74"	783	27889	2807.6
	"Mississippi"	"28"	"Medium Metro"	"3"	"75-79 years"	"75-79"	955	20587	4638.8
	"Mississippi"	"28"	"Medium Metro"	"3"	"80-84 years"	"80-84"	1034	14878	6949.9
	"Mississippi"	"28"	"Medium Metro"	"3"	"85-89 years"	"85-89"	1070	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Medium Metro"	"3"	"90-94 years"	"90-94"	643	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Medium Metro"	"3"	"95-99 years"	"95-99"	215	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Medium Metro"	"3"	"100+ years"	"100+"	53	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Small Metro"	"4"	"< 1 year"	"1"	16	2043	Unreliable
	"Mississippi"	"28"	"Small Metro"	"4"	"20-24 years"	"20-24"	11	15234	Unreliable
	"Mississippi"	"28"	"Small Metro"	"4"	"25-29 years"	"25-29"	18	11248	Unreliable
	"Mississippi"	"28"	"Small Metro"	"4"	"30-34 years"	"30-34"	19	9893	Unreliable
	"Mississippi"	"28"	"Small Metro"	"4"	"35-39 years"	"35-39"	15	8900	Unreliable
	"Mississippi"	"28"	"Small Metro"	"4"	"40-44 years"	"40-44"	24	8702	275.8
	"Mississippi"	"28"	"Small Metro"	"4"	"45-49 years"	"45-49"	32	9051	353.6
	"Mississippi"	"28"	"Small Metro"	"4"	"50-54 years"	"50-54"	70	9084	770.6
	"Mississippi"	"28"	"Small Metro"	"4"	"55-59 years"	"55-59"	79	7937	995.3
	"Mississippi"	"28"	"Small Metro"	"4"	"60-64 years "	"60-64"	93	7217	1288.6
	"Mississippi"	"28"	"Small Metro"	"4"	"65-69 years"	"65-69"	92	5353	1718.7
	"Mississippi"	"28"	"Small Metro"	"4"	"70-74 years"	"70-74"	112	4241	2640.9
	"Mississippi"	"28"	"Small Metro"	"4"	"75-79 years"	"75-79"	116	3108	3732.3
	"Mississippi"	"28"	"Small Metro"	"4"	"80-84 years"	"80-84"	144	2240	6428.6
	"Mississippi"	"28"	"Small Metro"	"4"	"85-89 years"	"85-89"	163	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Small Metro"	"4"	"90-94 years"	"90-94"	96	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Small Metro"	"4"	"95-99 years"	"95-99"	32	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"< 1 year"	"1"	119	12878	924.1
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"1-4 years"	"1-4"	22	53488	41.1
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"5-9 years"	"5-9"	15	64539	Unreliable
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"10-14 years"	"10-14"	16	65720	Unreliable
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"15-19 years"	"15-19"	43	72302	59.5
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"20-24 years"	"20-24"	105	78434	133.9
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"25-29 years"	"25-29"	104	61818	168.2
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"30-34 years"	"30-34"	125	59607	209.7
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"35-39 years"	"35-39"	157	55497	282.9
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"40-44 years"	"40-44"	196	57815	339.0
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"45-49 years"	"45-49"	363	62591	580.0
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"50-54 years"	"50-54"	508	66724	761.3
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	659	62564	1053.3
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	824	55579	1482.6
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	907	40507	2239.1
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	991	31892	3107.4
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	1191	23949	4973.1
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	1289	18104	7120.0
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	1254	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	848	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"95-99 years"	"95-99"	328	Not Applicable	Not Applicable
	"Mississippi"	"28"	"Micropolitan (non-metro)"	"5"	"100+ years"	"100+"	78	Not Applicable	Not Applicable
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"< 1 year"	"1"	97	9171	1057.7
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"1-4 years"	"1-4"	23	38966	59.0
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"5-9 years"	"5-9"	11	46393	Unreliable
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"10-14 years"	"10-14"	18	47811	Unreliable
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"15-19 years"	"15-19"	46	48094	95.6
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"20-24 years"	"20-24"	69	43474	158.7
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"25-29 years"	"25-29"	68	40681	167.2
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"30-34 years"	"30-34"	78	40960	190.4
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"35-39 years"	"35-39"	125	39802	314.1
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"40-44 years"	"40-44"	166	42231	393.1
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"45-49 years"	"45-49"	281	45520	617.3
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"50-54 years"	"50-54"	393	47559	826.3
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"55-59 years"	"55-59"	463	44344	1044.1
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"60-64 years "	"60-64"	619	40739	1519.4
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	673	30805	2184.7
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"70-74 years"	"70-74"	785	24895	3153.2
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	841	18446	4559.3
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	1033	13718	7530.3
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	922	Not Applicable	Not Applicable
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"90-94 years"	"90-94"	611	Not Applicable	Not Applicable
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"95-99 years"	"95-99"	261	Not Applicable	Not Applicable
	"Mississippi"	"28"	"NonCore (non-metro)"	"6"	"100+ years"	"100+"	56	Not Applicable	Not Applicable
	"Missouri"	"29"	"Large Central Metro"	"1"	"< 1 year"	"1"	114	14654	777.9
	"Missouri"	"29"	"Large Central Metro"	"1"	"1-4 years"	"1-4"	18	54768	Unreliable
	"Missouri"	"29"	"Large Central Metro"	"1"	"10-14 years"	"10-14"	13	62144	Unreliable
	"Missouri"	"29"	"Large Central Metro"	"1"	"15-19 years"	"15-19"	58	63861	90.8
	"Missouri"	"29"	"Large Central Metro"	"1"	"20-24 years"	"20-24"	95	72981	130.2
	"Missouri"	"29"	"Large Central Metro"	"1"	"25-29 years"	"25-29"	116	84756	136.9
	"Missouri"	"29"	"Large Central Metro"	"1"	"30-34 years"	"30-34"	126	74430	169.3
	"Missouri"	"29"	"Large Central Metro"	"1"	"35-39 years"	"35-39"	129	62013	208.0
	"Missouri"	"29"	"Large Central Metro"	"1"	"40-44 years"	"40-44"	185	62638	295.3
	"Missouri"	"29"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	294	67930	432.8
	"Missouri"	"29"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	519	72943	711.5
	"Missouri"	"29"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	651	64408	1010.7
	"Missouri"	"29"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	722	53061	1360.7
	"Missouri"	"29"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	674	35990	1872.7
	"Missouri"	"29"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	804	26616	3020.7
	"Missouri"	"29"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	893	22073	4045.7
	"Missouri"	"29"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	1184	17684	6695.3
	"Missouri"	"29"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	1181	Not Applicable	Not Applicable
	"Missouri"	"29"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	793	Not Applicable	Not Applicable
	"Missouri"	"29"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	331	Not Applicable	Not Applicable
	"Missouri"	"29"	"Large Central Metro"	"1"	"100+ years"	"100+"	88	Not Applicable	Not Applicable
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"< 1 year"	"1"	173	27332	633.0
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"1-4 years"	"1-4"	38	115865	32.8
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"5-9 years"	"5-9"	12	152446	Unreliable
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"10-14 years"	"10-14"	22	159971	13.8
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"15-19 years"	"15-19"	90	157580	57.1
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"20-24 years"	"20-24"	144	132917	108.3
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"25-29 years"	"25-29"	154	146868	104.9
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"30-34 years"	"30-34"	183	145885	125.4
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"35-39 years"	"35-39"	176	138496	127.1
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"40-44 years"	"40-44"	292	154275	189.3
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"45-49 years"	"45-49"	536	172870	310.1
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	809	181446	445.9
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	1063	157343	675.6
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	1220	134956	904.0
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	1435	96539	1486.4
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	1666	71276	2337.4
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	2201	56038	3927.7
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	2740	44624	6140.2
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	2967	Not Applicable	Not Applicable
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	2150	Not Applicable	Not Applicable
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	843	Not Applicable	Not Applicable
	"Missouri"	"29"	"Large Fringe Metro"	"2"	"100+ years"	"100+"	182	Not Applicable	Not Applicable
	"Missouri"	"29"	"Medium Metro"	"3"	"< 1 year"	"1"	27	5828	463.3
	"Missouri"	"29"	"Medium Metro"	"3"	"15-19 years"	"15-19"	19	32805	Unreliable
	"Missouri"	"29"	"Medium Metro"	"3"	"20-24 years"	"20-24"	26	39883	65.2
	"Missouri"	"29"	"Medium Metro"	"3"	"25-29 years"	"25-29"	34	31816	106.9
	"Missouri"	"29"	"Medium Metro"	"3"	"30-34 years"	"30-34"	52	30019	173.2
	"Missouri"	"29"	"Medium Metro"	"3"	"35-39 years"	"35-39"	46	27226	169.0
	"Missouri"	"29"	"Medium Metro"	"3"	"40-44 years"	"40-44"	72	28915	249.0
	"Missouri"	"29"	"Medium Metro"	"3"	"45-49 years"	"45-49"	122	30847	395.5
	"Missouri"	"29"	"Medium Metro"	"3"	"50-54 years"	"50-54"	197	31997	615.7
	"Missouri"	"29"	"Medium Metro"	"3"	"55-59 years"	"55-59"	224	28840	776.7
	"Missouri"	"29"	"Medium Metro"	"3"	"60-64 years "	"60-64"	284	26140	1086.5
	"Missouri"	"29"	"Medium Metro"	"3"	"65-69 years"	"65-69"	287	20113	1426.9
	"Missouri"	"29"	"Medium Metro"	"3"	"70-74 years"	"70-74"	359	15166	2367.1
	"Missouri"	"29"	"Medium Metro"	"3"	"75-79 years"	"75-79"	458	12118	3779.5
	"Missouri"	"29"	"Medium Metro"	"3"	"80-84 years"	"80-84"	549	8990	6106.8
	"Missouri"	"29"	"Medium Metro"	"3"	"85-89 years"	"85-89"	603	Not Applicable	Not Applicable
	"Missouri"	"29"	"Medium Metro"	"3"	"90-94 years"	"90-94"	442	Not Applicable	Not Applicable
	"Missouri"	"29"	"Medium Metro"	"3"	"95-99 years"	"95-99"	170	Not Applicable	Not Applicable
	"Missouri"	"29"	"Medium Metro"	"3"	"100+ years"	"100+"	34	Not Applicable	Not Applicable
	"Missouri"	"29"	"Small Metro"	"4"	"< 1 year"	"1"	50	8814	567.3
	"Missouri"	"29"	"Small Metro"	"4"	"15-19 years"	"15-19"	25	51547	48.5
	"Missouri"	"29"	"Small Metro"	"4"	"20-24 years"	"20-24"	60	66493	90.2
	"Missouri"	"29"	"Small Metro"	"4"	"25-29 years"	"25-29"	53	49473	107.1
	"Missouri"	"29"	"Small Metro"	"4"	"30-34 years"	"30-34"	59	45604	129.4
	"Missouri"	"29"	"Small Metro"	"4"	"35-39 years"	"35-39"	62	41590	149.1
	"Missouri"	"29"	"Small Metro"	"4"	"40-44 years"	"40-44"	115	43032	267.2
	"Missouri"	"29"	"Small Metro"	"4"	"45-49 years"	"45-49"	187	47231	395.9
	"Missouri"	"29"	"Small Metro"	"4"	"50-54 years"	"50-54"	251	48844	513.9
	"Missouri"	"29"	"Small Metro"	"4"	"55-59 years"	"55-59"	344	44414	774.5
	"Missouri"	"29"	"Small Metro"	"4"	"60-64 years "	"60-64"	466	38698	1204.2
	"Missouri"	"29"	"Small Metro"	"4"	"65-69 years"	"65-69"	478	27235	1755.1
	"Missouri"	"29"	"Small Metro"	"4"	"70-74 years"	"70-74"	552	21000	2628.6
	"Missouri"	"29"	"Small Metro"	"4"	"75-79 years"	"75-79"	688	16479	4175.0
	"Missouri"	"29"	"Small Metro"	"4"	"80-84 years"	"80-84"	863	12475	6917.8
	"Missouri"	"29"	"Small Metro"	"4"	"85-89 years"	"85-89"	899	Not Applicable	Not Applicable
	"Missouri"	"29"	"Small Metro"	"4"	"90-94 years"	"90-94"	641	Not Applicable	Not Applicable
	"Missouri"	"29"	"Small Metro"	"4"	"95-99 years"	"95-99"	272	Not Applicable	Not Applicable
	"Missouri"	"29"	"Small Metro"	"4"	"100+ years"	"100+"	57	Not Applicable	Not Applicable
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"< 1 year"	"1"	58	8874	653.6
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"1-4 years"	"1-4"	17	36929	Unreliable
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"10-14 years"	"10-14"	12	45285	Unreliable
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"15-19 years"	"15-19"	28	54568	51.3
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"20-24 years"	"20-24"	72	63838	112.8
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"25-29 years"	"25-29"	60	46036	130.3
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"30-34 years"	"30-34"	65	43049	151.0
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"35-39 years"	"35-39"	69	40024	172.4
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"40-44 years"	"40-44"	109	42256	258.0
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"45-49 years"	"45-49"	210	47569	441.5
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"50-54 years"	"50-54"	318	49557	641.7
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	426	45348	939.4
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	535	41806	1279.7
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	628	33226	1890.1
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	751	26515	2832.4
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	851	20425	4166.5
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	1005	14475	6943.0
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	1034	Not Applicable	Not Applicable
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	697	Not Applicable	Not Applicable
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"95-99 years"	"95-99"	267	Not Applicable	Not Applicable
	"Missouri"	"29"	"Micropolitan (non-metro)"	"5"	"100+ years"	"100+"	68	Not Applicable	Not Applicable
	"Missouri"	"29"	"NonCore (non-metro)"	"6"	"< 1 year"	"1"	63	9476	664.8
