"Notes"	"County"	"County Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Pulaski County, MO"	"29169"	"< 1 year"	"1"	Suppressed	792	Suppressed
	"Putnam County, MO"	"29171"	"< 1 year"	"1"	Suppressed	56	Suppressed
	"Ralls County, MO"	"29173"	"< 1 year"	"1"	Suppressed	97	Suppressed
	"Randolph County, MO"	"29175"	"< 1 year"	"1"	Suppressed	287	Suppressed
	"Ray County, MO"	"29177"	"< 1 year"	"1"	Suppressed	229	Suppressed
	"Reynolds County, MO"	"29179"	"< 1 year"	"1"	Suppressed	58	Suppressed
	"Ripley County, MO"	"29181"	"< 1 year"	"1"	Suppressed	183	Suppressed
	"St. Charles County, MO"	"29183"	"< 1 year"	"1"	19	4554	417.2 (Unreliable)
	"St. Clair County, MO"	"29185"	"< 1 year"	"1"	Suppressed	97	Suppressed
	"Ste. Genevieve County, MO"	"29186"	"< 1 year"	"1"	Suppressed	216	Suppressed
	"St. Francois County, MO"	"29187"	"< 1 year"	"1"	Suppressed	733	Suppressed
	"St. Louis County, MO"	"29189"	"< 1 year"	"1"	92	11612	792.3
	"Saline County, MO"	"29195"	"< 1 year"	"1"	Suppressed	297	Suppressed
	"Schuyler County, MO"	"29197"	"< 1 year"	"1"	Suppressed	71	Suppressed
	"Scotland County, MO"	"29199"	"< 1 year"	"1"	Suppressed	82	Suppressed
	"Scott County, MO"	"29201"	"< 1 year"	"1"	Suppressed	492	Suppressed
	"Shannon County, MO"	"29203"	"< 1 year"	"1"	Suppressed	78	Suppressed
	"Shelby County, MO"	"29205"	"< 1 year"	"1"	Suppressed	71	Suppressed
	"Stoddard County, MO"	"29207"	"< 1 year"	"1"	Suppressed	385	Suppressed
	"Stone County, MO"	"29209"	"< 1 year"	"1"	Suppressed	266	Suppressed
	"Sullivan County, MO"	"29211"	"< 1 year"	"1"	Suppressed	79	Suppressed
	"Taney County, MO"	"29213"	"< 1 year"	"1"	Suppressed	623	Suppressed
	"Texas County, MO"	"29215"	"< 1 year"	"1"	Suppressed	293	Suppressed
	"Vernon County, MO"	"29217"	"< 1 year"	"1"	Suppressed	263	Suppressed
	"Warren County, MO"	"29219"	"< 1 year"	"1"	Suppressed	388	Suppressed
	"Washington County, MO"	"29221"	"< 1 year"	"1"	Suppressed	289	Suppressed
	"Wayne County, MO"	"29223"	"< 1 year"	"1"	Suppressed	128	Suppressed
	"Webster County, MO"	"29225"	"< 1 year"	"1"	Suppressed	550	Suppressed
	"Worth County, MO"	"29227"	"< 1 year"	"1"	Suppressed	20	Suppressed
	"Wright County, MO"	"29229"	"< 1 year"	"1"	Suppressed	237	Suppressed
	"St. Louis city, MO"	"29510"	"< 1 year"	"1"	32	4759	672.4
	"Beaverhead County, MT"	"30001"	"< 1 year"	"1"	Suppressed	96	Suppressed
	"Big Horn County, MT"	"30003"	"< 1 year"	"1"	Suppressed	306	Suppressed
	"Blaine County, MT"	"30005"	"< 1 year"	"1"	Suppressed	110	Suppressed
	"Broadwater County, MT"	"30007"	"< 1 year"	"1"	Suppressed	49	Suppressed
	"Carbon County, MT"	"30009"	"< 1 year"	"1"	Suppressed	83	Suppressed
	"Carter County, MT"	"30011"	"< 1 year"	"1"	Suppressed	16	Suppressed
	"Cascade County, MT"	"30013"	"< 1 year"	"1"	Suppressed	1155	Suppressed
	"Chouteau County, MT"	"30015"	"< 1 year"	"1"	Suppressed	43	Suppressed
	"Custer County, MT"	"30017"	"< 1 year"	"1"	Suppressed	152	Suppressed
	"Daniels County, MT"	"30019"	"< 1 year"	"1"	Suppressed	25	Suppressed
	"Dawson County, MT"	"30021"	"< 1 year"	"1"	Suppressed	129	Suppressed
	"Deer Lodge County, MT"	"30023"	"< 1 year"	"1"	Suppressed	64	Suppressed
	"Fallon County, MT"	"30025"	"< 1 year"	"1"	Suppressed	58	Suppressed
	"Fergus County, MT"	"30027"	"< 1 year"	"1"	Suppressed	105	Suppressed
	"Flathead County, MT"	"30029"	"< 1 year"	"1"	Suppressed	1142	Suppressed
	"Gallatin County, MT"	"30031"	"< 1 year"	"1"	Suppressed	1228	Suppressed
	"Garfield County, MT"	"30033"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed
	"Glacier County, MT"	"30035"	"< 1 year"	"1"	Suppressed	268	Suppressed
	"Golden Valley County, MT"	"30037"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed
	"Granite County, MT"	"30039"	"< 1 year"	"1"	Suppressed	17	Suppressed
	"Hill County, MT"	"30041"	"< 1 year"	"1"	Suppressed	304	Suppressed
	"Jefferson County, MT"	"30043"	"< 1 year"	"1"	Suppressed	81	Suppressed
	"Judith Basin County, MT"	"30045"	"< 1 year"	"1"	Suppressed	16	Suppressed
	"Lake County, MT"	"30047"	"< 1 year"	"1"	Suppressed	351	Suppressed
	"Lewis and Clark County, MT"	"30049"	"< 1 year"	"1"	Suppressed	782	Suppressed
	"Liberty County, MT"	"30051"	"< 1 year"	"1"	Suppressed	28	Suppressed
	"Lincoln County, MT"	"30053"	"< 1 year"	"1"	Suppressed	175	Suppressed
	"McCone County, MT"	"30055"	"< 1 year"	"1"	Suppressed	16	Suppressed
	"Madison County, MT"	"30057"	"< 1 year"	"1"	Suppressed	50	Suppressed
	"Meagher County, MT"	"30059"	"< 1 year"	"1"	Suppressed	19	Suppressed
	"Mineral County, MT"	"30061"	"< 1 year"	"1"	Suppressed	38	Suppressed
	"Missoula County, MT"	"30063"	"< 1 year"	"1"	Suppressed	1267	Suppressed
	"Musselshell County, MT"	"30065"	"< 1 year"	"1"	Suppressed	37	Suppressed
	"Park County, MT"	"30067"	"< 1 year"	"1"	Suppressed	151	Suppressed
	"Petroleum County, MT"	"30069"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed
	"Phillips County, MT"	"30071"	"< 1 year"	"1"	Suppressed	63	Suppressed
	"Pondera County, MT"	"30073"	"< 1 year"	"1"	Suppressed	88	Suppressed
	"Powder River County, MT"	"30075"	"< 1 year"	"1"	Suppressed	11	Suppressed
	"Powell County, MT"	"30077"	"< 1 year"	"1"	Suppressed	45	Suppressed
	"Prairie County, MT"	"30079"	"< 1 year"	"1"	Suppressed	12	Suppressed
	"Ravalli County, MT"	"30081"	"< 1 year"	"1"	Suppressed	385	Suppressed
	"Richland County, MT"	"30083"	"< 1 year"	"1"	Suppressed	189	Suppressed
	"Roosevelt County, MT"	"30085"	"< 1 year"	"1"	Suppressed	238	Suppressed
	"Rosebud County, MT"	"30087"	"< 1 year"	"1"	Suppressed	164	Suppressed
	"Sanders County, MT"	"30089"	"< 1 year"	"1"	Suppressed	115	Suppressed
	"Sheridan County, MT"	"30091"	"< 1 year"	"1"	Suppressed	38	Suppressed
	"Silver Bow County, MT"	"30093"	"< 1 year"	"1"	Suppressed	380	Suppressed
	"Stillwater County, MT"	"30095"	"< 1 year"	"1"	Suppressed	93	Suppressed
	"Sweet Grass County, MT"	"30097"	"< 1 year"	"1"	Suppressed	26	Suppressed
	"Teton County, MT"	"30099"	"< 1 year"	"1"	Suppressed	89	Suppressed
	"Toole County, MT"	"30101"	"< 1 year"	"1"	Suppressed	61	Suppressed
	"Treasure County, MT"	"30103"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed
	"Valley County, MT"	"30105"	"< 1 year"	"1"	Suppressed	83	Suppressed
	"Wheatland County, MT"	"30107"	"< 1 year"	"1"	Suppressed	26	Suppressed
	"Wibaux County, MT"	"30109"	"< 1 year"	"1"	Suppressed	14	Suppressed
	"Yellowstone County, MT"	"30111"	"< 1 year"	"1"	12	1969	609.4 (Unreliable)
	"Adams County, NE"	"31001"	"< 1 year"	"1"	Suppressed	411	Suppressed
	"Antelope County, NE"	"31003"	"< 1 year"	"1"	Suppressed	92	Suppressed
	"Arthur County, NE"	"31005"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed
	"Banner County, NE"	"31007"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed
	"Blaine County, NE"	"31009"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed
	"Boone County, NE"	"31011"	"< 1 year"	"1"	Suppressed	55	Suppressed
	"Box Butte County, NE"	"31013"	"< 1 year"	"1"	Suppressed	149	Suppressed
	"Boyd County, NE"	"31015"	"< 1 year"	"1"	Suppressed	13	Suppressed
	"Brown County, NE"	"31017"	"< 1 year"	"1"	Suppressed	28	Suppressed
	"Buffalo County, NE"	"31019"	"< 1 year"	"1"	Suppressed	732	Suppressed
	"Burt County, NE"	"31021"	"< 1 year"	"1"	Suppressed	68	Suppressed
	"Butler County, NE"	"31023"	"< 1 year"	"1"	Suppressed	106	Suppressed
	"Cass County, NE"	"31025"	"< 1 year"	"1"	Suppressed	295	Suppressed
	"Cedar County, NE"	"31027"	"< 1 year"	"1"	Suppressed	104	Suppressed
	"Chase County, NE"	"31029"	"< 1 year"	"1"	Suppressed	37	Suppressed
	"Cherry County, NE"	"31031"	"< 1 year"	"1"	Suppressed	67	Suppressed
	"Cheyenne County, NE"	"31033"	"< 1 year"	"1"	Suppressed	135	Suppressed
	"Clay County, NE"	"31035"	"< 1 year"	"1"	Suppressed	73	Suppressed
	"Colfax County, NE"	"31037"	"< 1 year"	"1"	Suppressed	177	Suppressed
	"Cuming County, NE"	"31039"	"< 1 year"	"1"	Suppressed	112	Suppressed
	"Custer County, NE"	"31041"	"< 1 year"	"1"	Suppressed	138	Suppressed
	"Dakota County, NE"	"31043"	"< 1 year"	"1"	Suppressed	347	Suppressed
	"Dawes County, NE"	"31045"	"< 1 year"	"1"	Suppressed	100	Suppressed
	"Dawson County, NE"	"31047"	"< 1 year"	"1"	Suppressed	382	Suppressed
	"Deuel County, NE"	"31049"	"< 1 year"	"1"	Suppressed	18	Suppressed
	"Dixon County, NE"	"31051"	"< 1 year"	"1"	Suppressed	76	Suppressed
	"Dodge County, NE"	"31053"	"< 1 year"	"1"	Suppressed	493	Suppressed
	"Douglas County, NE"	"31055"	"< 1 year"	"1"	43	8583	501.0
	"Dundy County, NE"	"31057"	"< 1 year"	"1"	Suppressed	14	Suppressed
	"Fillmore County, NE"	"31059"	"< 1 year"	"1"	Suppressed	57	Suppressed
	"Franklin County, NE"	"31061"	"< 1 year"	"1"	Suppressed	30	Suppressed
	"Frontier County, NE"	"31063"	"< 1 year"	"1"	Suppressed	30	Suppressed
	"Furnas County, NE"	"31065"	"< 1 year"	"1"	Suppressed	54	Suppressed
	"Gage County, NE"	"31067"	"< 1 year"	"1"	Suppressed	253	Suppressed
	"Garden County, NE"	"31069"	"< 1 year"	"1"	Suppressed	16	Suppressed
	"Garfield County, NE"	"31071"	"< 1 year"	"1"	Suppressed	19	Suppressed
	"Gosper County, NE"	"31073"	"< 1 year"	"1"	Suppressed	22	Suppressed
	"Grant County, NE"	"31075"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed
	"Greeley County, NE"	"31077"	"< 1 year"	"1"	Suppressed	27	Suppressed
	"Hall County, NE"	"31079"	"< 1 year"	"1"	Suppressed	1008	Suppressed
	"Hamilton County, NE"	"31081"	"< 1 year"	"1"	Suppressed	96	Suppressed
	"Harlan County, NE"	"31083"	"< 1 year"	"1"	Suppressed	41	Suppressed
	"Hayes County, NE"	"31085"	"< 1 year"	"1"	Suppressed	10	Suppressed
	"Hitchcock County, NE"	"31087"	"< 1 year"	"1"	Suppressed	23	Suppressed
	"Holt County, NE"	"31089"	"< 1 year"	"1"	Suppressed	146	Suppressed
	"Hooker County, NE"	"31091"	"< 1 year"	"1"	Suppressed	10	Suppressed
	"Howard County, NE"	"31093"	"< 1 year"	"1"	Suppressed	77	Suppressed
	"Jefferson County, NE"	"31095"	"< 1 year"	"1"	Suppressed	90	Suppressed
	"Johnson County, NE"	"31097"	"< 1 year"	"1"	Suppressed	41	Suppressed
	"Kearney County, NE"	"31099"	"< 1 year"	"1"	Suppressed	90	Suppressed
	"Keith County, NE"	"31101"	"< 1 year"	"1"	Suppressed	70	Suppressed
	"Keya Paha County, NE"	"31103"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed
	"Kimball County, NE"	"31105"	"< 1 year"	"1"	Suppressed	43	Suppressed
	"Knox County, NE"	"31107"	"< 1 year"	"1"	Suppressed	100	Suppressed
	"Lancaster County, NE"	"31109"	"< 1 year"	"1"	18	4097	439.3 (Unreliable)
	"Lincoln County, NE"	"31111"	"< 1 year"	"1"	Suppressed	411	Suppressed
	"Logan County, NE"	"31113"	"< 1 year"	"1"	Suppressed	12	Suppressed
	"Loup County, NE"	"31115"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed
	"McPherson County, NE"	"31117"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed
	"Madison County, NE"	"31119"	"< 1 year"	"1"	Suppressed	513	Suppressed
	"Merrick County, NE"	"31121"	"< 1 year"	"1"	Suppressed	94	Suppressed
	"Morrill County, NE"	"31123"	"< 1 year"	"1"	Suppressed	57	Suppressed
	"Nance County, NE"	"31125"	"< 1 year"	"1"	Suppressed	37	Suppressed
	"Nemaha County, NE"	"31127"	"< 1 year"	"1"	Suppressed	72	Suppressed
	"Nuckolls County, NE"	"31129"	"< 1 year"	"1"	Suppressed	44	Suppressed
	"Otoe County, NE"	"31131"	"< 1 year"	"1"	Suppressed	190	Suppressed
	"Pawnee County, NE"	"31133"	"< 1 year"	"1"	Suppressed	28	Suppressed
	"Perkins County, NE"	"31135"	"< 1 year"	"1"	Suppressed	44	Suppressed
	"Phelps County, NE"	"31137"	"< 1 year"	"1"	Suppressed	115	Suppressed
	"Pierce County, NE"	"31139"	"< 1 year"	"1"	Suppressed	80	Suppressed
	"Platte County, NE"	"31141"	"< 1 year"	"1"	Suppressed	475	Suppressed
	"Polk County, NE"	"31143"	"< 1 year"	"1"	Suppressed	62	Suppressed
	"Red Willow County, NE"	"31145"	"< 1 year"	"1"	Suppressed	126	Suppressed
	"Richardson County, NE"	"31147"	"< 1 year"	"1"	Suppressed	115	Suppressed
	"Rock County, NE"	"31149"	"< 1 year"	"1"	Suppressed	14	Suppressed
	"Saline County, NE"	"31151"	"< 1 year"	"1"	Suppressed	178	Suppressed
	"Sarpy County, NE"	"31153"	"< 1 year"	"1"	15	2600	576.9 (Unreliable)
	"Saunders County, NE"	"31155"	"< 1 year"	"1"	Suppressed	220	Suppressed
	"Scotts Bluff County, NE"	"31157"	"< 1 year"	"1"	Suppressed	477	Suppressed
	"Seward County, NE"	"31159"	"< 1 year"	"1"	Suppressed	193	Suppressed
	"Sheridan County, NE"	"31161"	"< 1 year"	"1"	Suppressed	71	Suppressed
	"Sherman County, NE"	"31163"	"< 1 year"	"1"	Suppressed	34	Suppressed
	"Sioux County, NE"	"31165"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed
	"Stanton County, NE"	"31167"	"< 1 year"	"1"	Suppressed	75	Suppressed
	"Thayer County, NE"	"31169"	"< 1 year"	"1"	Suppressed	67	Suppressed
	"Thomas County, NE"	"31171"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed
	"Thurston County, NE"	"31173"	"< 1 year"	"1"	Suppressed	159	Suppressed
	"Valley County, NE"	"31175"	"< 1 year"	"1"	Suppressed	58	Suppressed
	"Washington County, NE"	"31177"	"< 1 year"	"1"	Suppressed	239	Suppressed
	"Wayne County, NE"	"31179"	"< 1 year"	"1"	Suppressed	87	Suppressed
	"Webster County, NE"	"31181"	"< 1 year"	"1"	Suppressed	35	Suppressed
	"Wheeler County, NE"	"31183"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed
	"York County, NE"	"31185"	"< 1 year"	"1"	Suppressed	202	Suppressed
	"Churchill County, NV"	"32001"	"< 1 year"	"1"	Suppressed	337	Suppressed
	"Clark County, NV"	"32003"	"< 1 year"	"1"	134	26669	502.5
	"Douglas County, NV"	"32005"	"< 1 year"	"1"	10	369	2710.0 (Unreliable)
	"Elko County, NV"	"32007"	"< 1 year"	"1"	Suppressed	734	Suppressed
	"Esmeralda County, NV"	"32009"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed
	"Eureka County, NV"	"32011"	"< 1 year"	"1"	Suppressed	16	Suppressed
	"Humboldt County, NV"	"32013"	"< 1 year"	"1"	Suppressed	255	Suppressed
	"Lander County, NV"	"32015"	"< 1 year"	"1"	Suppressed	94	Suppressed
	"Lincoln County, NV"	"32017"	"< 1 year"	"1"	Suppressed	36	Suppressed
	"Lyon County, NV"	"32019"	"< 1 year"	"1"	Suppressed	540	Suppressed
	"Mineral County, NV"	"32021"	"< 1 year"	"1"	Suppressed	50	Suppressed
	"Nye County, NV"	"32023"	"< 1 year"	"1"	Suppressed	368	Suppressed
	"Pershing County, NV"	"32027"	"< 1 year"	"1"	Suppressed	66	Suppressed
	"Storey County, NV"	"32029"	"< 1 year"	"1"	Suppressed	21	Suppressed
	"Washoe County, NV"	"32031"	"< 1 year"	"1"	33	5360	615.7
	"White Pine County, NV"	"32033"	"< 1 year"	"1"	Suppressed	107	Suppressed
	"Carson City, NV"	"32510"	"< 1 year"	"1"	Suppressed	550	Suppressed
	"Belknap County, NH"	"33001"	"< 1 year"	"1"	Suppressed	542	Suppressed
	"Carroll County, NH"	"33003"	"< 1 year"	"1"	Suppressed	341	Suppressed
	"Cheshire County, NH"	"33005"	"< 1 year"	"1"	Suppressed	633	Suppressed
	"Coos County, NH"	"33007"	"< 1 year"	"1"	Suppressed	264	Suppressed
	"Grafton County, NH"	"33009"	"< 1 year"	"1"	Suppressed	779	Suppressed
	"Hillsborough County, NH"	"33011"	"< 1 year"	"1"	16	4224	378.8 (Unreliable)
	"Merrimack County, NH"	"33013"	"< 1 year"	"1"	Suppressed	1362	Suppressed
	"Rockingham County, NH"	"33015"	"< 1 year"	"1"	14	2640	530.3 (Unreliable)
	"Strafford County, NH"	"33017"	"< 1 year"	"1"	Suppressed	1271	Suppressed
	"Sullivan County, NH"	"33019"	"< 1 year"	"1"	Suppressed	389	Suppressed
	"Atlantic County, NJ"	"34001"	"< 1 year"	"1"	21	3159	664.8
	"Bergen County, NJ"	"34003"	"< 1 year"	"1"	28	9358	299.2
	"Burlington County, NJ"	"34005"	"< 1 year"	"1"	23	4533	507.4
	"Camden County, NJ"	"34007"	"< 1 year"	"1"	44	6292	699.3
	"Cape May County, NJ"	"34009"	"< 1 year"	"1"	Suppressed	926	Suppressed
	"Cumberland County, NJ"	"34011"	"< 1 year"	"1"	Suppressed	2001	Suppressed
	"Essex County, NJ"	"34013"	"< 1 year"	"1"	75	10326	726.3
	"Gloucester County, NJ"	"34015"	"< 1 year"	"1"	12	3020	397.4 (Unreliable)
	"Hudson County, NJ"	"34017"	"< 1 year"	"1"	35	10390	336.9
	"Hunterdon County, NJ"	"34019"	"< 1 year"	"1"	Suppressed	919	Suppressed
	"Mercer County, NJ"	"34021"	"< 1 year"	"1"	27	4163	648.6
	"Middlesex County, NJ"	"34023"	"< 1 year"	"1"	35	9496	368.6
	"Monmouth County, NJ"	"34025"	"< 1 year"	"1"	24	6005	399.7
	"Morris County, NJ"	"34027"	"< 1 year"	"1"	13	4719	275.5 (Unreliable)
	"Ocean County, NJ"	"34029"	"< 1 year"	"1"	24	8177	293.5
	"Passaic County, NJ"	"34031"	"< 1 year"	"1"	30	6971	430.4
	"Salem County, NJ"	"34033"	"< 1 year"	"1"	Suppressed	663	Suppressed
	"Somerset County, NJ"	"34035"	"< 1 year"	"1"	14	3342	418.9 (Unreliable)
	"Sussex County, NJ"	"34037"	"< 1 year"	"1"	Suppressed	1227	Suppressed
	"Union County, NJ"	"34039"	"< 1 year"	"1"	23	6894	333.6
	"Warren County, NJ"	"34041"	"< 1 year"	"1"	Suppressed	1030	Suppressed
	"Bernalillo County, NM"	"35001"	"< 1 year"	"1"	48	8028	597.9
	"Catron County, NM"	"35003"	"< 1 year"	"1"	Suppressed	23	Suppressed
	"Chaves County, NM"	"35005"	"< 1 year"	"1"	Suppressed	933	Suppressed
	"Cibola County, NM"	"35006"	"< 1 year"	"1"	Suppressed	416	Suppressed
	"Colfax County, NM"	"35007"	"< 1 year"	"1"	Suppressed	134	Suppressed
	"Curry County, NM"	"35009"	"< 1 year"	"1"	Suppressed	944	Suppressed
	"DeBaca County, NM"	"35011"	"< 1 year"	"1"	Suppressed	11	Suppressed
	"Dona Ana County, NM"	"35013"	"< 1 year"	"1"	12	2914	411.8 (Unreliable)
	"Eddy County, NM"	"35015"	"< 1 year"	"1"	Suppressed	852	Suppressed
	"Grant County, NM"	"35017"	"< 1 year"	"1"	Suppressed	317	Suppressed
	"Guadalupe County, NM"	"35019"	"< 1 year"	"1"	Suppressed	38	Suppressed
	"Harding County, NM"	"35021"	"< 1 year"	"1"	Suppressed	Suppressed	Suppressed
	"Hidalgo County, NM"	"35023"	"< 1 year"	"1"	Suppressed	46	Suppressed
	"Lea County, NM"	"35025"	"< 1 year"	"1"	12	1143	1049.9 (Unreliable)
	"Lincoln County, NM"	"35027"	"< 1 year"	"1"	Suppressed	185	Suppressed
	"Los Alamos County, NM"	"35028"	"< 1 year"	"1"	Suppressed	181	Suppressed
	"Luna County, NM"	"35029"	"< 1 year"	"1"	Suppressed	386	Suppressed
	"McKinley County, NM"	"35031"	"< 1 year"	"1"	Suppressed	1147	Suppressed
	"Mora County, NM"	"35033"	"< 1 year"	"1"	Suppressed	39	Suppressed
	"Otero County, NM"	"35035"	"< 1 year"	"1"	Suppressed	872	Suppressed
	"Quay County, NM"	"35037"	"< 1 year"	"1"	Suppressed	84	Suppressed
	"Rio Arriba County, NM"	"35039"	"< 1 year"	"1"	Suppressed	536	Suppressed
	"Roosevelt County, NM"	"35041"	"< 1 year"	"1"	Suppressed	308	Suppressed
	"Sandoval County, NM"	"35043"	"< 1 year"	"1"	10	1421	703.7 (Unreliable)
	"San Juan County, NM"	"35045"	"< 1 year"	"1"	Suppressed	1848	Suppressed
	"San Miguel County, NM"	"35047"	"< 1 year"	"1"	Suppressed	295	Suppressed
	"Santa Fe County, NM"	"35049"	"< 1 year"	"1"	Suppressed	1308	Suppressed
	"Sierra County, NM"	"35051"	"< 1 year"	"1"	Suppressed	106	Suppressed
	"Socorro County, NM"	"35053"	"< 1 year"	"1"	Suppressed	212	Suppressed
	"Taos County, NM"	"35055"	"< 1 year"	"1"	Suppressed	311	Suppressed
	"Torrance County, NM"	"35057"	"< 1 year"	"1"	Suppressed	133	Suppressed
	"Union County, NM"	"35059"	"< 1 year"	"1"	Suppressed	38	Suppressed
	"Valencia County, NM"	"35061"	"< 1 year"	"1"	Suppressed	795	Suppressed
	"Albany County, NY"	"36001"	"< 1 year"	"1"	22	3119	705.4
	"Allegany County, NY"	"36003"	"< 1 year"	"1"	Suppressed	482	Suppressed
	"Bronx County, NY"	"36005"	"< 1 year"	"1"	100	21373	467.9
	"Broome County, NY"	"36007"	"< 1 year"	"1"	12	2104	570.3 (Unreliable)
	"Cattaraugus County, NY"	"36009"	"< 1 year"	"1"	Suppressed	924	Suppressed
	"Cayuga County, NY"	"36011"	"< 1 year"	"1"	Suppressed	728	Suppressed
	"Chautauqua County, NY"	"36013"	"< 1 year"	"1"	Suppressed	1410	Suppressed
	"Chemung County, NY"	"36015"	"< 1 year"	"1"	Suppressed	897	Suppressed
	"Chenango County, NY"	"36017"	"< 1 year"	"1"	Suppressed	529	Suppressed
	"Clinton County, NY"	"36019"	"< 1 year"	"1"	Suppressed	747	Suppressed
	"Columbia County, NY"	"36021"	"< 1 year"	"1"	Suppressed	496	Suppressed
	"Cortland County, NY"	"36023"	"< 1 year"	"1"	Suppressed	478	Suppressed
	"Delaware County, NY"	"36025"	"< 1 year"	"1"	Suppressed	377	Suppressed
	"Dutchess County, NY"	"36027"	"< 1 year"	"1"	17	2541	669.0 (Unreliable)
	"Erie County, NY"	"36029"	"< 1 year"	"1"	82	9834	833.8
	"Essex County, NY"	"36031"	"< 1 year"	"1"	Suppressed	284	Suppressed
	"Franklin County, NY"	"36033"	"< 1 year"	"1"	Suppressed	482	Suppressed
	"Fulton County, NY"	"36035"	"< 1 year"	"1"	Suppressed	511	Suppressed
	"Genesee County, NY"	"36037"	"< 1 year"	"1"	Suppressed	562	Suppressed
	"Greene County, NY"	"36039"	"< 1 year"	"1"	Suppressed	420	Suppressed
	"Hamilton County, NY"	"36041"	"< 1 year"	"1"	Suppressed	22	Suppressed
	"Herkimer County, NY"	"36043"	"< 1 year"	"1"	Suppressed	654	Suppressed
	"Jefferson County, NY"	"36045"	"< 1 year"	"1"	12	2035	589.7 (Unreliable)
	"Kings County, NY"	"36047"	"< 1 year"	"1"	172	41516	414.3
	"Lewis County, NY"	"36049"	"< 1 year"	"1"	Suppressed	342	Suppressed
	"Livingston County, NY"	"36051"	"< 1 year"	"1"	Suppressed	507	Suppressed
	"Madison County, NY"	"36053"	"< 1 year"	"1"	Suppressed	651	Suppressed
	"Monroe County, NY"	"36055"	"< 1 year"	"1"	43	8110	530.2
	"Montgomery County, NY"	"36057"	"< 1 year"	"1"	Suppressed	595	Suppressed
	"Nassau County, NY"	"36059"	"< 1 year"	"1"	45	14041	320.5
	"New York County, NY"	"36061"	"< 1 year"	"1"	69	18697	369.0
	"Niagara County, NY"	"36063"	"< 1 year"	"1"	18	2096	858.8 (Unreliable)
	"Oneida County, NY"	"36065"	"< 1 year"	"1"	21	2548	824.2
	"Onondaga County, NY"	"36067"	"< 1 year"	"1"	30	5079	590.7
	"Ontario County, NY"	"36069"	"< 1 year"	"1"	Suppressed	1087	Suppressed
	"Orange County, NY"	"36071"	"< 1 year"	"1"	27	4714	572.8
	"Orleans County, NY"	"36073"	"< 1 year"	"1"	Suppressed	393	Suppressed
	"Oswego County, NY"	"36075"	"< 1 year"	"1"	Suppressed	1278	Suppressed
	"Otsego County, NY"	"36077"	"< 1 year"	"1"	Suppressed	527	Suppressed
	"Putnam County, NY"	"36079"	"< 1 year"	"1"	Suppressed	773	Suppressed
	"Queens County, NY"	"36081"	"< 1 year"	"1"	113	30089	375.6
	"Rensselaer County, NY"	"36083"	"< 1 year"	"1"	15	1701	881.8 (Unreliable)
	"Richmond County, NY"	"36085"	"< 1 year"	"1"	21	5285	397.4
	"Rockland County, NY"	"36087"	"< 1 year"	"1"	15	4776	314.1 (Unreliable)
	"St. Lawrence County, NY"	"36089"	"< 1 year"	"1"	Suppressed	1197	Suppressed
	"Saratoga County, NY"	"36091"	"< 1 year"	"1"	Suppressed	2200	Suppressed
	"Schenectady County, NY"	"36093"	"< 1 year"	"1"	14	1724	812.1 (Unreliable)
	"Schoharie County, NY"	"36095"	"< 1 year"	"1"	Suppressed	269	Suppressed
	"Schuyler County, NY"	"36097"	"< 1 year"	"1"	Suppressed	150	Suppressed
	"Seneca County, NY"	"36099"	"< 1 year"	"1"	Suppressed	402	Suppressed
	"Steuben County, NY"	"36101"	"< 1 year"	"1"	Suppressed	1035	Suppressed
	"Suffolk County, NY"	"36103"	"< 1 year"	"1"	73	15308	476.9
	"Sullivan County, NY"	"36105"	"< 1 year"	"1"	Suppressed	767	Suppressed
	"Tioga County, NY"	"36107"	"< 1 year"	"1"	Suppressed	481	Suppressed
	"Tompkins County, NY"	"36109"	"< 1 year"	"1"	Suppressed	841	Suppressed
	"Ulster County, NY"	"36111"	"< 1 year"	"1"	Suppressed	1540	Suppressed
	"Warren County, NY"	"36113"	"< 1 year"	"1"	Suppressed	555	Suppressed
	"Washington County, NY"	"36115"	"< 1 year"	"1"	Suppressed	565	Suppressed
	"Wayne County, NY"	"36117"	"< 1 year"	"1"	Suppressed	908	Suppressed
	"Westchester County, NY"	"36119"	"< 1 year"	"1"	56	10461	535.3
	"Wyoming County, NY"	"36121"	"< 1 year"	"1"	Suppressed	383	Suppressed
	"Yates County, NY"	"36123"	"< 1 year"	"1"	Suppressed	290	Suppressed
